node_id,label,type
EDU:Master in Finance,Master in Finance,EDU
SUBJECT:Auditing organized by,Auditing organized by,SUBJECT
SUBJECT:Business &amp,Business &amp,SUBJECT
ORG:Assurance Division,Assurance Division,ORG
ORG:Economics & Amp,Economics & Amp,ORG
ORG:Financial Structure Division,Financial Structure Division,ORG
ORG:Telecom Company,Telecom Company,ORG
ORG:Data Mining,Data Mining,ORG
ORG:Digital Media,Digital Media,ORG
ORG:Federal University Of Technology Paraná,Federal University Of Technology Paraná,ORG
ORG:Getulio Vargas Foundation,Getulio Vargas Foundation,ORG
ORG:Pontifical Catholic University Of So Paulo,Pontifical Catholic University Of So Paulo,ORG
ORG:U Tad,U Tad,ORG
SUBJECT:BI and Data Mining,BI and Data Mining,SUBJECT
SUBJECT:Software Development,Software Development,SUBJECT
SUBJECT:Technology and Digital Media,Technology and Digital Media,SUBJECT
ORG:Advanced Analytics,Advanced Analytics,ORG
ORG:Avanade Acc,Avanade Acc,ORG
ORG:Data Scientists,Data Scientists,ORG
ORG:Health Ministry,Health Ministry,ORG
ORG:Hitachi Vantara,Hitachi Vantara,ORG
ORG:National Regulatory Agency For Private Health Insurance And Plans,National Regulatory Agency For Private Health Insurance And Plans,ORG
ORG:Pan American Health Organization,Pan American Health Organization,ORG
LOC:Brasilia,Brasilia,LOC
LOC:Ent,Ent,LOC
LOC:Rio De Janeiro,Rio De Janeiro,LOC
LOC:Sao Paulo,Sao Paulo,LOC
ORG:Universitt Mar,Universitt Mar,ORG
ORG:University Of Pennsylvania,University Of Pennsylvania,ORG
SUBJECT:Management Science,Management Science,SUBJECT
SUBJECT:Science in Management,Science in Management,SUBJECT
ORG:Langnese Iglo Gmbh,Langnese Iglo Gmbh,ORG
ORG:Marketing Ice Cream,Marketing Ice Cream,ORG
ORG:Sales And Marketing,Sales And Marketing,ORG
ORG:Sales Depot,Sales Depot,ORG
ORG:Unilever Germany,Unilever Germany,ORG
LOC:East,East,LOC
ORG:Universidad Pontificia Comillas Icade,Universidad Pontificia Comillas Icade,ORG
ORG:Universidad Rey Juan,Universidad Rey Juan,ORG
EDU:Bachelor in Law and International Relations,Bachelor in Law and International Relations,EDU
EDU:Master in Public Administration,Master in Public Administration,EDU
SUBJECT:Law and International Relations,Law and International Relations,SUBJECT
SUBJECT:Public Administration,Public Administration,SUBJECT
ORG:Instituto De Estudios Jurídicos Internacionales,Instituto De Estudios Jurídicos Internacionales,ORG
ORG:Inter American Development Bank Idb,Inter American Development Bank Idb,ORG
ORG:Strategic Partnerships And Resource Mobilization,Strategic Partnerships And Resource Mobilization,ORG
ORG:World Leadership Alliance Club De Madrid,World Leadership Alliance Club De Madrid,ORG
LOC:East Africa,East Africa,LOC
LOC:Mauritania,Mauritania,LOC
LOC:New York Us,New York Us,LOC
LOC:Rey Juan Carlos,Rey Juan Carlos,LOC
LOC:South East Asia,South East Asia,LOC
LOC:Uritania,Uritania,LOC
ORG:Cems Master Hec,Cems Master Hec,ORG
ORG:Cornell University,Cornell University,ORG
ORG:De Business School,De Business School,ORG
ORG:Of Directors,Of Directors,ORG
SUBJECT:Directors Program,Directors Program,SUBJECT
ORG:Consultores Turísticos,Consultores Turísticos,ORG
ORG:Lagardre Sports,Lagardre Sports,ORG
ORG:Rcdeportivo A Coruña,Rcdeportivo A Coruña,ORG
ORG:Spanish Marketing Association,Spanish Marketing Association,ORG
ORG:Spsg Consulting,Spsg Consulting,ORG
ORG:Studies And Communication Department,Studies And Communication Department,ORG
ORG:Tea Cegos,Tea Cegos,ORG
ORG:Jacobs University,Jacobs University,ORG
EDU:Bachelor in Neuroscience,Bachelor in Neuroscience,EDU
EDU:Master in Neuroscience,Master in Neuroscience,EDU
EDU:Master in Research Methodology &amp,Master in Research Methodology &amp,EDU
SUBJECT:Research Methodology &amp,Research Methodology &amp,SUBJECT
ORG:Nexus Global,Nexus Global,ORG
ORG:Spark Neuro,Spark Neuro,ORG
SUBJECT:Security and ECommerce,Security and ECommerce,SUBJECT
ORG:Mydrive Solutions Ltd,Mydrive Solutions Ltd,ORG
ORG:Ruby On Rails Develo,Ruby On Rails Develo,ORG
LOC:Abi,Abi,LOC
LOC:Jobandtale,Jobandtale,LOC
LOC:Offside,Offside,LOC
ORG:Universidad De Oviedo,Universidad De Oviedo,ORG
SUBJECT:Computer Sciences,Computer Sciences,SUBJECT
ORG:Amazon Kindle,Amazon Kindle,ORG
ORG:Emea South,Emea South,ORG
ORG:Technology For,Technology For,ORG
ORG:Chartered Alternative Investment Ana,Chartered Alternative Investment Ana,ORG
ORG:Allfunds Investment Solutions,Allfunds Investment Solutions,ORG
ORG:Tsche Bank Investment Center,Tsche Bank Investment Center,ORG
ORG:Nautical And Electronic,Nautical And Electronic,ORG
ORG:Stockholm School Of Economics,Stockholm School Of Economics,ORG
ORG:Universidad De Neb,Universidad De Neb,ORG
ORG:University Of Wales,University Of Wales,ORG
EDU:Bachelor in Aeronautical and Electronic Engineering,Bachelor in Aeronautical and Electronic Engineering,EDU
EDU:Master in Big Data and Business Analytics,Master in Big Data and Business Analytics,EDU
EDU:Master in General Management,Master in General Management,EDU
SUBJECT:Aeronautical and Electronic Engineering,Aeronautical and Electronic Engineering,SUBJECT
SUBJECT:Big Data and Business Analytics,Big Data and Business Analytics,SUBJECT
SUBJECT:General Management,General Management,SUBJECT
SUBJECT:Wales,Wales,SUBJECT
ORG:Gora Financial International,Gora Financial International,ORG
ORG:Guider Media,Guider Media,ORG
ORG:Oriflame Cosmetics,Oriflame Cosmetics,ORG
LOC:Sweden,Sweden,LOC
LOC:United States Of America,United States Of America,LOC
SUBJECT:Financial Economics,Financial Economics,SUBJECT
ORG:Bbva Group,Bbva Group,ORG
LOC:Basel,Basel,LOC
ORG:Chartered Financial Analyst Institute,Chartered Financial Analyst Institute,ORG
ORG:Meff Rv,Meff Rv,ORG
ORG:Cfa Spain,Cfa Spain,ORG
ORG:Equities Mutual Funds,Equities Mutual Funds,ORG
ORG:Eurozone Equity Investments,Eurozone Equity Investments,ORG
ORG:Ly Re,Ly Re,ORG
ORG:Media And Autos,Media And Autos,ORG
ORG:Meff R,Meff R,ORG
ORG:Mercado Español De Futuros Financieros,Mercado Español De Futuros Financieros,ORG
ORG:Sbc Investment Bank Madrid,Sbc Investment Bank Madrid,ORG
ORG:Technology And Telecommunications,Technology And Telecommunications,ORG
ORG:Vercaixa Gestión Sgiic,Vercaixa Gestión Sgiic,ORG
ORG:Wealth Management Madrid Area,Wealth Management Madrid Area,ORG
ORG:Nebrija University,Nebrija University,ORG
ORG:The Valley Digital Business School,The Valley Digital Business School,ORG
EDU:Bachelor in Sales Management and Marketing,Bachelor in Sales Management and Marketing,EDU
EDU:Master in Digital Business,Master in Digital Business,EDU
SUBJECT:Digital Business,Digital Business,SUBJECT
SUBJECT:Managing Leadership,Managing Leadership,SUBJECT
ORG:Necting Visions,Necting Visions,ORG
ORG:Online Channel,Online Channel,ORG
ORG:Uc Berkeley,Uc Berkeley,ORG
ORG:Environment Transport & Amp,Environment Transport & Amp,ORG
ORG:Eureka Program,Eureka Program,ORG
ORG:Solar And Distributed Generation,Solar And Distributed Generation,ORG
ORG:Space Division,Space Division,ORG
ORG:Thomson Consumer Electronics,Thomson Consumer Electronics,ORG
ORG:Computer Science Engineering,Computer Science Engineering,ORG
ORG:Pontifical University Of Comillas,Pontifical University Of Comillas,ORG
ORG:Pontifical University Of Comillas Ica,Pontifical University Of Comillas Ica,ORG
SUBJECT:Comillas ICAI-ICADE,Comillas ICAI-ICADE,SUBJECT
SUBJECT:Computer Science Engineering ICAI,Computer Science Engineering ICAI,SUBJECT
SUBJECT:Industrial Engineering ICAI,Industrial Engineering ICAI,SUBJECT
ORG:Capgemini Consulting,Capgemini Consulting,ORG
ORG:Data Gene,Data Gene,ORG
ORG:Elefonica Data Spain,Elefonica Data Spain,ORG
ORG:Experian Spain,Experian Spain,ORG
ORG:Gkam Telefonica Group,Gkam Telefonica Group,ORG
ORG:Huawei Technologies,Huawei Technologies,ORG
ORG:Mahindra Group,Mahindra Group,ORG
ORG:Media And Gkam Telefonica Group,Media And Gkam Telefonica Group,ORG
ORG:Reseaux Et Services,Reseaux Et Services,ORG
ORG:Sas Institute,Sas Institute,ORG
ORG:Telco & Am,Telco & Am,ORG
ORG:Telco Media And Entertainment,Telco Media And Entertainment,ORG
ORG:Telecom Sector,Telecom Sector,ORG
ORG:Telefonica Cdo Office,Telefonica Cdo Office,ORG
ORG:Telefonica Group,Telefonica Group,ORG
LOC:Elefonic,Elefonic,LOC
LOC:Gro,Gro,LOC
LOC:Omso,Omso,LOC
ORG:Engineering Management,Engineering Management,ORG
SUBJECT:Engineering in Engineering Management,Engineering in Engineering Management,SUBJECT
ORG:European Space Agency,European Space Agency,ORG
ORG:Ingeniería Y Sistemas,Ingeniería Y Sistemas,ORG
LOC:Reb,Reb,LOC
ORG:Universidad Europea De Madrid,Universidad Europea De Madrid,ORG
ORG:Edtech In,Edtech In,ORG
ORG:Instituto Superior Madrileño De Innovación,Instituto Superior Madrileño De Innovación,ORG
ORG:Imf Business School,Imf Business School,ORG
ORG:Polytechnic University Of Madrid,Polytechnic University Of Madrid,ORG
ORG:Royal Music Conservatory,Royal Music Conservatory,ORG
ORG:Cciona Engineering,Cciona Engineering,ORG
ORG:Inse Rail,Inse Rail,ORG
ORG:Strategic Transport Systems,Strategic Transport Systems,ORG
ORG:Tramway And Metro Systems Unit,Tramway And Metro Systems Unit,ORG
LOC:Castrosua,Castrosua,LOC
LOC:Egypt,Egypt,LOC
LOC:El Salvador,El Salvador,LOC
LOC:Iberinsa,Iberinsa,LOC
ORG:Esade Business School,Esade Business School,ORG
ORG:Universitt Mannheim,Universitt Mannheim,ORG
ORG:Criteria Caixa Corp,Criteria Caixa Corp,ORG
ORG:Kreis Deutschspra,Kreis Deutschspra,ORG
ORG:Management Board,Management Board,ORG
ORG:Société Foncire Lyonnaise,Société Foncire Lyonnaise,ORG
ORG:Baker & Amp,Baker & Amp,ORG
ORG:M2 Legal Services,M2 Legal Services,ORG
ORG:Maritime Lawyers,Maritime Lawyers,ORG
ORG:Ramco Litigation Funding,Ramco Litigation Funding,ORG
ORG:Spanish Lawyers,Spanish Lawyers,ORG
ORG:Brand Management,Brand Management,ORG
ORG:Fmcg World Company,Fmcg World Company,ORG
ORG:Shopper Marketing,Shopper Marketing,ORG
ORG:Solán De Cabras,Solán De Cabras,ORG
ORG:Diploma De Estudios Ava,Diploma De Estudios Ava,ORG
ORG:Lancaster University,Lancaster University,ORG
SUBJECT:Business Analysis,Business Analysis,SUBJECT
SUBJECT:International Business Studies,International Business Studies,SUBJECT
SUBJECT:Senior Management,Senior Management,SUBJECT
ORG:Customer Segments,Customer Segments,ORG
ORG:Customer Strategy,Customer Strategy,ORG
ORG:Indigo Value Analysis,Indigo Value Analysis,ORG
ORG:Retail Products,Retail Products,ORG
ORG:Santander Uk,Santander Uk,ORG
ORG:Savings And Investments,Savings And Investments,ORG
LOC:Santa,Santa,LOC
LOC:Santander Spain,Santander Spain,LOC
ORG:Universidad Iii De Madrid,Universidad Iii De Madrid,ORG
SUBJECT:Industrial Economics and Markets,Industrial Economics and Markets,SUBJECT
ORG:Tmf Spain,Tmf Spain,ORG
ORG:Ía Y Economía Del Transporte S. A,Ía Y Economía Del Transporte S. A,ORG
LOC:Free,Free,LOC
ORG:Universidade De Brasília,Universidade De Brasília,ORG
SUBJECT:Latin America,Latin America,SUBJECT
ORG:Board Of International Trade And Investments,Board Of International Trade And Investments,ORG
ORG:Ieke Universiteit Le,Ieke Universiteit Le,ORG
SUBJECT:Media &amp,Media &amp,SUBJECT
ORG:Jiang & Am,Jiang & Am,ORG
ORG:Mashang Co. Ltd,Mashang Co. Ltd,ORG
ORG:Spain Foundation,Spain Foundation,ORG
ORG:Spanish Chamber Of Commerce,Spanish Chamber Of Commerce,ORG
ORG:Tedra China,Tedra China,ORG
ORG:Timex Industrial Investment,Timex Industrial Investment,ORG
ORG:Yixinou Spain,Yixinou Spain,ORG
LOC:China,China,LOC
LOC:Shanghai,Shanghai,LOC
ORG:University Of Cantabria,University Of Cantabria,ORG
SUBJECT:Cantabria,Cantabria,SUBJECT
ORG:De La To,De La To,ORG
ORG:Ucelay La,Ucelay La,ORG
ORG:Ucelay Law,Ucelay Law,ORG
ORG:Government And Social Policy,Government And Social Policy,ORG
ORG:Harvard Graduate School Of Arts And Sciences,Harvard Graduate School Of Arts And Sciences,ORG
ORG:Harvard Kennedy School Of Government,Harvard Kennedy School Of Government,ORG
EDU:Master in Public Policy,Master in Public Policy,EDU
SUBJECT:Arts and Sciences,Arts and Sciences,SUBJECT
SUBJECT:Government and Social Policy,Government and Social Policy,SUBJECT
SUBJECT:Mathematics and Philosophy,Mathematics and Philosophy,SUBJECT
SUBJECT:Public Policy,Public Policy,SUBJECT
ORG:Advanced Corporate Finance,Advanced Corporate Finance,ORG
ORG:Arthur Anrsen,Arthur Anrsen,ORG
ORG:Bank Of America,Bank Of America,ORG
ORG:Credit Suisse First Boston,Credit Suisse First Boston,ORG
ORG:Cunef University,Cunef University,ORG
ORG:Fintiis Capital,Fintiis Capital,ORG
ORG:Icade University,Icade University,ORG
ORG:Investment Banking,Investment Banking,ORG
ORG:Management And Technology,Management And Technology,ORG
ORG:Morgan Stanley,Morgan Stanley,ORG
ORG:Ubs Limited,Ubs Limited,ORG
ORG:University Of Birmingham,University Of Birmingham,ORG
ORG:Iversitat Autonoma De Barcelona,Iversitat Autonoma De Barcelona,ORG
SUBJECT:Biogeochemistry,Biogeochemistry,SUBJECT
SUBJECT:Oceanography,Oceanography,SUBJECT
ORG:Advertising Age,Advertising Age,ORG
ORG:And Business,And Business,ORG
ORG:Economy And Business Administration,Economy And Business Administration,ORG
ORG:Spanish Advertising Agencies Association,Spanish Advertising Agencies Association,ORG
EDU:Master in Economy and Business Administration from IESE,Master in Economy and Business Administration from IESE,EDU
SUBJECT:Economic and Business Science,Economic and Business Science,SUBJECT
SUBJECT:Economy and Business Administration from IESE,Economy and Business Administration from IESE,SUBJECT
SUBJECT:English,English,SUBJECT
SUBJECT:Mathematics from the Complutense University of Madrid,Mathematics from the Complutense University of Madrid,SUBJECT
SUBJECT:San Sebasti,San Sebasti,SUBJECT
ORG:European Personal Care Innovation Center,European Personal Care Innovation Center,ORG
LOC:Greece,Greece,LOC
ORG:University Of Zaragoza,University Of Zaragoza,ORG
SUBJECT:Zaragoza,Zaragoza,SUBJECT
ORG:Audit Committee,Audit Committee,ORG
ORG:Construcciones Auxiliares De Ferrocarriles,Construcciones Auxiliares De Ferrocarriles,ORG
ORG:Royal Bank Of Scotland,Royal Bank Of Scotland,ORG
LOC:Bank,Bank,LOC
LOC:Iberian Peninsula,Iberian Peninsula,LOC
LOC:Natra,Natra,LOC
ORG:Sloan School Of Management,Sloan School Of Management,ORG
ORG:Deoleo Sa,Deoleo Sa,ORG
ORG:Human Resources Facilities And Security,Human Resources Facilities And Security,ORG
ORG:Loyalty And Insurance,Loyalty And Insurance,ORG
ORG:Quality & Am,Quality & Am,ORG
ORG:Rivergo Advisors,Rivergo Advisors,ORG
ORG:Sales And Customer Service,Sales And Customer Service,ORG
ORG:Birmingham City Council,Birmingham City Council,ORG
ORG:Perry Barr,Perry Barr,ORG
ORG:Wellcome Genome Campus Masterp,Wellcome Genome Campus Masterp,ORG
SUBJECT:Valencia,Valencia,SUBJECT
ORG:Rup London,Rup London,ORG
ORG:Rup Madrid,Rup Madrid,ORG
ORG:Complutense University,Complutense University,ORG
EDU:Master in Business Administration from IE,Master in Business Administration from IE,EDU
SUBJECT:Physics from the Complutense University and Master in Business Administration from IE,Physics from the Complutense University and Master in Business Administration from IE,SUBJECT
ORG:Ams Inc,Ams Inc,ORG
ORG:Consumer Services,Consumer Services,ORG
ORG:Customers And Integration Vodafone,Customers And Integration Vodafone,ORG
ORG:Experience And Transformation Vodafone Spain,Experience And Transformation Vodafone Spain,ORG
ORG:Global Customer Management Vodafone Group,Global Customer Management Vodafone Group,ORG
ORG:Global Customer Strategy Vodafone Group,Global Customer Strategy Vodafone Group,ORG
LOC:Usk,Usk,LOC
ORG:University Of,University Of,ORG
ORG:University Politécnica Madrid,University Politécnica Madrid,ORG
SUBJECT:Salamanca,Salamanca,SUBJECT
ORG:Global Partnership,Global Partnership,ORG
LOC:Sodi,Sodi,LOC
SUBJECT:Pennsylvania Law School,Pennsylvania Law School,SUBJECT
ORG:Allen & Am,Allen & Am,ORG
ORG:Assembly Of Madrid,Assembly Of Madrid,ORG
ORG:Departments Of Education And Employment,Departments Of Education And Employment,ORG
ORG:Government Of The Community Of Madrid,Government Of The Community Of Madrid,ORG
ORG:Social Leadership,Social Leadership,ORG
ORG:Universidad Pompeu Fabra,Universidad Pompeu Fabra,ORG
ORG:Washington University,Washington University,ORG
ORG:Competition Law Unit,Competition Law Unit,ORG
ORG:Sydney Law School,Sydney Law School,ORG
ORG:University Of Graz,University Of Graz,ORG
ORG:Wu Vienna,Wu Vienna,ORG
SUBJECT:Graz,Graz,SUBJECT
SUBJECT:Taxation,Taxation,SUBJECT
ORG:Bbp University Law School,Bbp University Law School,ORG
SUBJECT:Civil and Commercial Mediation and Conflict Resolution,Civil and Commercial Mediation and Conflict Resolution,SUBJECT
SUBJECT:Corporate Legal Advice,Corporate Legal Advice,SUBJECT
SUBJECT:Kent at Canterbury,Kent at Canterbury,SUBJECT
ORG:Diaz Ba,Diaz Ba,ORG
ORG:Ién & Amp,Ién & Amp,ORG
ORG:Lexiusta Abogado,Lexiusta Abogado,ORG
LOC:Bogados,Bogados,LOC
LOC:Valentín,Valentín,LOC
ORG:Ie Business,Ie Business,ORG
ORG:Business Area Cloud Software And Solutions,Business Area Cloud Software And Solutions,ORG
ORG:Cloud Security Alliance,Cloud Security Alliance,ORG
ORG:Group It,Group It,ORG
ORG:It Security,It Security,ORG
ORG:Learning And Development,Learning And Development,ORG
LOC:Region,Region,LOC
LOC:Sson,Sson,LOC
SUBJECT:Research Methodology,Research Methodology,SUBJECT
ORG:Arts And Humanities Division,Arts And Humanities Division,ORG
ORG:Ie School Of Humanities,Ie School Of Humanities,ORG
ORG:Gpcl Harvard Business School,Gpcl Harvard Business School,ORG
ORG:International Capital Market Association,International Capital Market Association,ORG
ORG:Directorate General Of Scientific Research,Directorate General Of Scientific Research,ORG
ORG:Ministry Of Economics And Competitiveness,Ministry Of Economics And Competitiveness,ORG
ORG:Icade E 3,Icade E 3,ORG
EDU:Bachelor in business administration,Bachelor in business administration,EDU
EDU:Bachelor in law,Bachelor in law,EDU
ORG:Ing Spain,Ing Spain,ORG
ORG:Telefonica & Am,Telefonica & Am,ORG
LOC:Argentina,Argentina,LOC
LOC:Chile,Chile,LOC
ORG:Industrial Economics,Industrial Economics,ORG
ORG:Royal Holloway University Of London,Royal Holloway University Of London,ORG
ORG:University Of Valencia,University Of Valencia,ORG
EDU:Master in Industrial Economics,Master in Industrial Economics,EDU
ORG:Fletcher School Of Law And Diplomacy,Fletcher School Of Law And Diplomacy,ORG
ORG:Universidad Autónoma Madrid,Universidad Autónoma Madrid,ORG
SUBJECT:Arabic Philology,Arabic Philology,SUBJECT
SUBJECT:European Community Studies,European Community Studies,SUBJECT
SUBJECT:Law and Diplomacy,Law and Diplomacy,SUBJECT
ORG:Centro Promoción Investigación Iberoamérica Europa,Centro Promoción Investigación Iberoamérica Europa,ORG
ORG:Development Projects,Development Projects,ORG
ORG:Euro Arab Management School,Euro Arab Management School,ORG
ORG:International Division Banco Santanr,International Division Banco Santanr,ORG
ORG:International Financial Institutions,International Financial Institutions,ORG
LOC:Granada,Granada,LOC
ORG:Auburn University,Auburn University,ORG
ORG:University Of Oregon,University Of Oregon,ORG
SUBJECT:Oregon,Oregon,SUBJECT
ORG:And Financial,And Financial,ORG
ORG:Duke University School Of Law,Duke University School Of Law,ORG
ORG:Geneva Institute In,Geneva Institute In,ORG
ORG:Institute For Global Law And Policy,Institute For Global Law And Policy,ORG
ORG:Irla Institute Of Management And Technology,Irla Institute Of Management And Technology,ORG
ORG:University Of Geneva,University Of Geneva,ORG
SUBJECT:Financial Crisis,Financial Crisis,SUBJECT
SUBJECT:Geneva,Geneva,SUBJECT
SUBJECT:International Tax and Financial Law,International Tax and Financial Law,SUBJECT
SUBJECT:MBA programme with specialisation in International Business,MBA programme with specialisation in International Business,SUBJECT
SUBJECT:Management and Technology,Management and Technology,SUBJECT
SUBJECT:Transnational Law,Transnational Law,SUBJECT
ORG:And Data Security,And Data Security,ORG
ORG:Dla Piper,Dla Piper,ORG
ORG:International Litigation And Dispute Resolution,International Litigation And Dispute Resolution,ORG
ORG:Lenz & Am,Lenz & Am,ORG
ORG:Tmt Ip,Tmt Ip,ORG
ORG:Ual Property And Technology,Ual Property And Technology,ORG
LOC:Late,Late,LOC
LOC:Staehelin,Staehelin,LOC
ORG:Instituto Tecnológico De Buenos,Instituto Tecnológico De Buenos,ORG
ORG:Global Travel Retail,Global Travel Retail,ORG
ORG:Kraft Foods,Kraft Foods,ORG
ORG:Mcdonald S,Mcdonald S,ORG
LOC:Am Suntory,Am Suntory,LOC
LOC:Con,Con,LOC
SUBJECT:Advanced Studies in European Law,Advanced Studies in European Law,SUBJECT
SUBJECT:EU and Spanish Competition Law,EU and Spanish Competition Law,SUBJECT
SUBJECT:European Interdisciplinary Studies,European Interdisciplinary Studies,SUBJECT
ORG:Bson College,Bson College,ORG
ORG:Ccombs School Of Business,Ccombs School Of Business,ORG
ORG:The University Of Texas,The University Of Texas,ORG
SUBJECT:Strategic Management,Strategic Management,SUBJECT
SUBJECT:Texas-Austin,Texas-Austin,SUBJECT
ORG:Graduate Admissions,Graduate Admissions,ORG
ORG:University Of Cyprus,University Of Cyprus,ORG
LOC:Cyprus,Cyprus,LOC
LOC:Nicosia,Nicosia,LOC
LOC:Washington D. C.,Washington D. C.,LOC
ORG:Philips University Marburg,Philips University Marburg,ORG
ORG:University Of Toronto,University Of Toronto,ORG
SUBJECT:Toronto,Toronto,SUBJECT
ORG:Financial And Risk Business Of,Financial And Risk Business Of,ORG
ORG:Government Compliance,Government Compliance,ORG
ORG:London Stock Exchange Group,London Stock Exchange Group,ORG
ORG:Sight Nanofluidics,Sight Nanofluidics,ORG
ORG:Strategic Planning,Strategic Planning,ORG
ORG:Strategic Planning And Business Operations,Strategic Planning And Business Operations,ORG
ORG:Strategic Planning And Execution,Strategic Planning And Execution,ORG
ORG:Strategic Projects For Governments,Strategic Projects For Governments,ORG
ORG:The Impact Center,The Impact Center,ORG
ORG:Thomson Reuters,Thomson Reuters,ORG
LOC:Canada,Canada,LOC
ORG:Ic School Of Business And Technology,Ic School Of Business And Technology,ORG
ORG:Ie School Of Science And Technology,Ie School Of Science And Technology,ORG
ORG:North Carolina State University,North Carolina State University,ORG
ORG:Science Technology And Society,Science Technology And Society,ORG
SUBJECT:Business and Technology,Business and Technology,SUBJECT
SUBJECT:Science and Technology,Science and Technology,SUBJECT
SUBJECT:Science in Business Analytics and Big Data,Science in Business Analytics and Big Data,SUBJECT
SUBJECT:Science in Science,Science in Science,SUBJECT
ORG:Linkedin Learning,Linkedin Learning,ORG
LOC:Global,Global,LOC
ORG:Durham University Business School,Durham University Business School,ORG
ORG:University Of Reading,University Of Reading,ORG
SUBJECT:French Studies,French Studies,SUBJECT
SUBJECT:Reading,Reading,SUBJECT
ORG:Cervantes & Am,Cervantes & Am,ORG
ORG:Compañía Libros,Compañía Libros,ORG
ORG:Global Student Accommodation,Global Student Accommodation,ORG
ORG:Growth & Amp,Growth & Amp,ORG
ORG:International House Madrid,International House Madrid,ORG
ORG:King S Performing Arts,King S Performing Arts,ORG
ORG:Nexo Residencias & Am,Nexo Residencias & Am,ORG
ORG:The Student Housing Company España,The Student Housing Company España,ORG
ORG:Executive Education,Executive Education,ORG
ORG:Hertie School Of Governance,Hertie School Of Governance,ORG
ORG:Institute For English & Am,Institute For English & Am,ORG
ORG:Institute For German Studies,Institute For German Studies,ORG
ORG:John F. Kennedy School Of Government,John F. Kennedy School Of Government,ORG
ORG:Kuan Yew,Kuan Yew,ORG
ORG:Of Public Policy,Of Public Policy,ORG
ORG:Open University Of Greece,Open University Of Greece,ORG
ORG:Un Executive Leadership Program For Sustainable Development,Un Executive Leadership Program For Sustainable Development,ORG
ORG:University Of Harvard,University Of Harvard,ORG
ORG:University Of Salzburg,University Of Salzburg,ORG
SUBJECT:European Culture,European Culture,SUBJECT
SUBJECT:Governance,Governance,SUBJECT
SUBJECT:Greece,Greece,SUBJECT
SUBJECT:Harvard,Harvard,SUBJECT
SUBJECT:Non-Profit Leadership,Non-Profit Leadership,SUBJECT
SUBJECT:Salzburg,Salzburg,SUBJECT
ORG:Amnesty International,Amnesty International,ORG
ORG:Cins Sans Frontires,Cins Sans Frontires,ORG
ORG:Doctors Without Borders,Doctors Without Borders,ORG
ORG:International Network Alliance Of Voluntary Service Organizations,International Network Alliance Of Voluntary Service Organizations,ORG
ORG:Édecins Sans Frontires,Édecins Sans Frontires,ORG
ORG:Copenhagen Business School,Copenhagen Business School,ORG
ORG:University Of The Arts London,University Of The Arts London,ORG
ORG:Do De Trabajo & Am,Do De Trabajo & Am,ORG
ORG:Livework Studio,Livework Studio,ORG
ORG:Rupo Segundamano,Rupo Segundamano,ORG
ORG:Trader Classified Media,Trader Classified Media,ORG
ORG:Trader Media East,Trader Media East,ORG
LOC:Ambi,Ambi,LOC
LOC:Mercado,Mercado,LOC
LOC:Turkey,Turkey,LOC
ORG:And Display,And Display,ORG
ORG:Faculty Of Geography And History,Faculty Of Geography And History,ORG
ORG:Iii Art Department,Iii Art Department,ORG
ORG:Institute Of Language Literature And Anthropology,Institute Of Language Literature And Anthropology,ORG
ORG:School Of Arts Culture And Environment,School Of Arts Culture And Environment,ORG
SUBJECT:Art History,Art History,SUBJECT
SUBJECT:Art History from the Universidad Complutense de Madrid,Art History from the Universidad Complutense de Madrid,SUBJECT
SUBJECT:Geography and History,Geography and History,SUBJECT
SUBJECT:Language Literature and Anthropology,Language Literature and Anthropology,SUBJECT
ORG:College Of Preceptors,College Of Preceptors,ORG
ORG:Strategic Communication Management,Strategic Communication Management,ORG
ORG:Tafe Nsw,Tafe Nsw,ORG
ORG:University Of Technology Sydney,University Of Technology Sydney,ORG
SUBJECT:Humanities,Humanities,SUBJECT
SUBJECT:Liberal Arts,Liberal Arts,SUBJECT
SUBJECT:Preceptors,Preceptors,SUBJECT
SUBJECT:Strategic Communication Management,Strategic Communication Management,SUBJECT
SUBJECT:Technology Sydney,Technology Sydney,SUBJECT
SUBJECT:Tertiary Education,Tertiary Education,SUBJECT
ORG:Communication And Marketing,Communication And Marketing,ORG
ORG:Cultural Communication,Cultural Communication,ORG
ORG:Good Reading Guide,Good Reading Guide,ORG
ORG:Kwl Education Project,Kwl Education Project,ORG
ORG:Reed Business Information,Reed Business Information,ORG
ORG:Ifema A La Creación De Empleo,Ifema A La Creación De Empleo,ORG
ORG:3M España,3M España,ORG
ORG:Giso Entretenimiento Sl,Giso Entretenimiento Sl,ORG
ORG:Iso Entretenimiento,Iso Entretenimiento,ORG
ORG:Ión Educativa,Ión Educativa,ORG
ORG:Management Committee,Management Committee,ORG
ORG:Masterchef Vinoteca,Masterchef Vinoteca,ORG
ORG:Omniocio Sl,Omniocio Sl,ORG
ORG:Rupo Workandlife Sl,Rupo Workandlife Sl,ORG
ORG:Uva Master Distribución,Uva Master Distribución,ORG
ORG:Verlap Consultores,Verlap Consultores,ORG
ORG:Vocación Educativa,Vocación Educativa,ORG
ORG:Workandlife Group,Workandlife Group,ORG
ORG:And Modernity,And Modernity,ORG
ORG:Goldsmiths College,Goldsmiths College,ORG
ORG:Of London,Of London,ORG
